Sample in Buffer,Sample in Window,TRIGGER,wiener_normal_out_reg[32:0],pzc_out_reg[28:0],event_bt_reg[12:0],adc_out_reg[11:0],occupancy_reg[6:0],pedestal_in_reg[12:0],wiener_pzc_out_reg[32:0],pedestal_out_reg[12:0],bt_mask_out_reg
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,SIGNED,UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,SIGNED,UNSIGNED,HEX
9205,9205,0,0,47018,230,430,121,500,20380336,476,1
9206,9206,0,0,36507,42,407,121,500,1009031,476,1
9207,9207,0,0,86943,0,518,121,500,13856486,476,1
9208,9208,0,0,126115,0,604,121,500,11745040,476,0
9209,9209,0,0,37973,0,410,121,500,18303119,476,0
9210,9210,0,0,12882,0,355,121,500,7603867,476,0
9211,9211,0,0,6391,0,341,121,500,29318529,476,0
9212,9212,0,0,4891,0,338,121,500,50205116,476,0
9213,9213,0,0,12488,0,355,121,500,8184233,476,0
9214,9214,0,0,11002,0,352,121,500,5361026,476,0
9215,9215,0,0,7693,85,345,121,500,2518492,476,1
9216,9216,0,0,737,171,330,121,500,1155372,476,1
9217,9217,0,0,15606,12,363,121,500,4783891,476,1
9218,9218,0,0,57808,248,456,121,500,3801786,476,1
9219,9219,0,0,92823,464,533,121,500,3507391,476,1
9220,9220,0,0,48290,299,435,121,500,-363858,476,1
9221,9221,0,0,161089,164,683,121,500,3426869,476,1
9222,9222,0,0,259121,768,898,121,500,20353700,476,1
9223,9223,0,0,187653,291,740,121,500,38161852,476,1
9224,9224,0,0,160162,134,679,121,500,5386765,476,1
9225,9225,0,0,383770,53,1170,121,500,55469236,476,1
9226,9226,0,0,207469,204,781,121,500,99093483,476,1
9227,9227,0,0,88109,24,518,121,500,59790055,476,1
9228,9228,0,0,58576,177,453,121,500,36301673,476,1
9229,9229,0,0,117703,414,583,121,500,156644776,476,1
9230,9230,0,0,51380,10,437,121,500,63236231,476,1
9231,9231,0,0,117316,173,582,121,500,28634338,476,1
9232,9232,0,0,213427,69,793,121,500,16834060,476,1
9233,9233,0,0,53584,133,441,121,500,50855443,476,1
9234,9234,0,0,93134,24,528,121,500,6846786,476,1
9235,9235,0,0,59516,0,454,121,500,37966880,476,1
9236,9236,0,0,80424,461,500,121,500,88618986,476,1
9237,9237,0,0,36768,250,404,121,500,3189016,476,1
9238,9238,0,0,37151,202,405,121,500,40112029,476,1
9239,9239,0,0,237280,276,845,121,500,15451506,476,1
9240,9240,0,0,171674,253,700,121,500,34612810,476,1
9241,9241,0,0,137318,73,624,121,500,10662247,476,1
9242,9242,0,0,167041,3,689,121,500,-1074662,476,1
9243,9243,0,0,155424,82,663,121,500,98229562,476,1
9244,9244,0,0,65066,70,464,121,500,52527987,476,1
9245,9245,0,0,28654,231,384,121,500,43236629,476,1
9246,9246,0,0,55862,398,444,121,500,59324632,476,1
9247,9247,0,0,69935,25,475,121,500,57882170,476,1
9248,9248,0,0,139549,114,628,121,500,19752447,476,1
9249,9249,0,0,211591,137,786,121,500,8543464,476,1
9250,9250,0,0,60386,240,453,121,500,22101907,476,1
9251,9251,0,0,65823,0,465,121,500,18583589,476,0
9252,9252,0,0,99482,0,539,121,500,45359183,476,0
9253,9253,0,0,125480,0,596,121,500,86125751,476,0
9254,9254,0,0,30050,0,386,121,500,9690548,476,0
9255,9255,0,0,5845,0,333,121,500,23314921,476,0
9256,9256,0,0,11617,0,346,121,500,33028098,476,0
9257,9257,0,0,14217,0,352,121,500,50178217,476,0
9258,9258,0,0,9543,61,342,121,500,5420921,476,1
9259,9259,0,0,9409,51,342,121,500,2249957,476,1
9260,9260,0,0,8820,86,341,121,500,4665885,476,1
9261,9261,0,0,46450,381,424,121,500,5208534,476,1
9262,9262,0,0,43213,24,417,121,500,3289100,476,1
9263,9263,0,0,77279,208,492,121,500,3701509,476,1
9264,9264,0,0,182400,617,723,121,500,694235,476,1
9265,9265,0,0,65257,0,465,121,500,19885360,476,1
9266,9266,0,0,142596,434,635,121,500,11238651,476,1
9267,9267,0,0,305190,381,992,121,500,20998638,476,1
9268,9268,0,0,92311,60,523,121,500,78702102,476,1
9269,9269,0,0,232953,21,832,121,500,6680861,476,1
9270,9270,0,0,216929,99,796,121,500,44393122,476,1
9271,9271,0,0,64369,52,460,121,500,128774436,476,1
9272,9272,0,0,25678,597,375,121,500,3029185,476,1
9273,9273,0,0,61977,84,455,121,500,92619735,476,1
9274,9274,0,0,85616,130,507,121,500,80448160,476,1
9275,9275,0,0,283572,63,942,121,500,16040529,476,1
9276,9276,0,0,106133,85,551,121,500,9564542,476,1
9277,9277,0,0,67988,55,467,121,500,22946943,476,1
9278,9278,0,0,58424,368,446,121,500,14120248,476,1
9279,9279,0,0,62489,0,455,121,500,120675356,476,1
9280,9280,0,0,68838,20,469,121,500,23142856,476,1
9281,9281,0,0,173936,166,700,121,500,25693914,476,1
9282,9282,0,0,34475,537,393,121,500,21089796,476,1
9283,9283,0,0,26657,359,376,121,500,21065594,476,1
9284,9284,0,0,128932,537,601,121,500,15124536,476,1
9285,9285,0,0,296042,524,968,121,500,76528638,476,1
9286,9286,0,0,255584,296,878,121,500,3820445,476,1
9287,9287,0,0,312861,60,1003,121,500,6041308,476,1
9288,9288,0,0,310658,0,997,121,500,39355483,476,1
9289,9289,0,0,190604,127,732,121,500,112764311,476,1
9290,9290,0,0,53905,42,431,121,500,75842661,476,1
9291,9291,0,0,20190,52,357,121,500,109121924,476,1
9292,9292,0,0,76491,208,481,121,500,111368462,476,1
9293,9293,0,0,49651,1,422,121,500,67331926,476,1
9294,9294,0,0,47777,0,418,121,500,15205660,476,0
9295,9295,0,0,106414,0,547,121,500,3753103,476,0
9296,9296,0,0,22765,0,363,121,500,32901920,476,0
9297,9297,0,0,10367,0,336,121,500,13873985,476,0
9298,9298,0,0,8407,0,332,121,500,11832569,476,0
9299,9299,0,0,8263,0,332,121,500,45759022,476,0
9300,9300,0,0,11759,0,340,121,500,2001514,476,0
9301,9301,0,0,4798,0,325,121,500,4857127,476,0
9302,9302,0,0,7377,0,331,121,500,3012154,476,0
9303,9303,0,0,14057,0,346,121,500,2576910,476,0
9304,9304,0,0,6192,0,329,121,500,4818037,476,0
9305,9305,0,0,10140,0,338,121,500,932164,476,0
9306,9306,0,0,7272,0,332,121,500,2345424,476,0
9307,9307,0,0,2123,0,321,121,500,5722502,476,0
9308,9308,0,0,8793,0,336,121,500,1115947,476,0
9309,9309,0,0,9108,0,337,121,500,4110601,476,0
9310,9310,0,0,10789,0,341,121,500,2640667,476,0
9311,9311,0,0,7924,0,335,121,500,27373,476,0
9312,9312,0,0,7328,0,334,121,500,3512268,476,0
9313,9313,0,0,11736,0,344,121,500,2830772,476,0
9314,9314,0,0,12059,0,345,121,500,4024301,476,0
9315,9315,0,0,7833,0,336,121,500,2579284,476,0
9316,9316,0,0,6328,0,333,121,500,2191341,476,0
9317,9317,0,0,15740,0,354,121,500,4225527,476,0
9318,9318,0,0,8793,0,339,121,500,4413807,476,0
9319,9319,0,0,11386,0,345,121,500,2533714,476,0
9320,9320,0,0,5795,0,333,121,500,1473591,476,0
9321,9321,0,0,6107,0,334,121,500,6460014,476,0
9322,9322,0,0,12790,0,349,121,500,2121362,476,0
9323,9323,0,0,8113,0,339,121,500,4672881,476,0
9324,9324,0,0,11161,0,346,121,500,1568550,476,0
9325,9325,0,0,3296,331,329,121,500,1759426,476,1
9326,9326,0,0,12249,150,349,121,500,5062576,476,1
9327,9327,0,0,35327,109,400,121,500,2126854,476,1
9328,9328,0,0,171751,255,700,121,500,4979652,476,1
9329,9329,0,0,111005,226,566,121,500,1538896,476,1
9330,9330,0,0,88800,214,517,121,500,4098490,476,1
9331,9331,0,0,146626,66,644,121,500,3087063,476,1
9332,9332,0,0,143154,99,636,121,500,71350444,476,1
9333,9333,0,0,124659,44,595,121,500,33074645,476,1
9334,9334,0,0,53798,14,439,121,500,26158179,476,1
9335,9335,0,0,61951,332,457,121,500,53645853,476,1
9336,9336,0,0,39182,19,407,121,500,48059009,476,1
9337,9337,0,0,51398,39,434,121,500,46291298,476,1
9338,9338,0,0,166016,14,686,121,500,13691971,476,1
9339,9339,0,0,47926,169,426,121,500,26170085,476,1
9340,9340,0,0,21941,269,369,121,500,10900654,476,1
9341,9341,0,0,32299,71,392,121,500,9522019,476,1
9342,9342,0,0,105925,28,554,121,500,71709378,476,1
9343,9343,0,0,150138,200,651,121,500,8947613,476,1
9344,9344,0,0,57948,23,448,121,500,9046525,476,1
9345,9345,0,0,42905,592,415,121,500,6736503,476,1
9346,9346,0,0,101084,291,543,121,500,36503527,476,1
9347,9347,0,0,83861,77,505,121,500,59231687,476,1
9348,9348,0,0,296375,55,972,121,500,14440874,476,1
9349,9349,0,0,184031,39,724,121,500,13784730,476,1
9350,9350,0,0,67799,32,468,121,500,40772081,476,1
9351,9351,0,0,36851,403,400,121,500,9308070,476,1
9352,9352,0,0,31770,82,389,121,500,121424697,476,1
9353,9353,0,0,58528,160,448,121,500,58632826,476,1
9354,9354,0,0,201825,348,763,121,500,20800736,476,1
9355,9355,0,0,92457,78,522,121,500,15377793,476,1
9356,9356,0,0,110703,0,562,121,500,9750029,476,1
9357,9357,0,0,187229,85,730,121,500,11020480,476,1
9358,9358,0,0,71458,50,475,121,500,85930539,476,1
9359,9359,0,0,18222,59,358,121,500,19782855,476,1
9360,9360,0,0,46769,278,421,121,500,34555024,476,1
9361,9361,0,0,51264,0,431,121,500,76175107,476,0
9362,9362,0,0,59409,0,449,121,500,19388669,476,0
9363,9363,0,0,141282,0,629,121,500,3697446,476,0
9364,9364,0,0,35420,0,396,121,500,19607912,476,0
9365,9365,0,0,3035,0,325,121,500,16356997,476,0
9366,9366,0,0,15624,0,353,121,500,13695921,476,0
9367,9367,0,0,17776,0,358,121,500,60395626,476,0
9368,9368,0,0,16748,277,356,121,500,5943230,476,1
9369,9369,0,0,13443,701,349,121,500,575140,476,1
9370,9370,0,0,34246,494,395,121,500,6689552,476,1
9371,9371,0,0,187045,0,731,121,500,6171333,476,1
9372,9372,0,0,385680,52,1167,121,500,7577621,476,1
9373,9373,0,0,283086,1,940,121,500,6491868,476,1
9374,9374,0,0,41490,459,408,121,500,3516015,476,1
9375,9375,0,0,32777,735,389,121,500,55969543,476,1
9376,9376,0,0,62720,287,455,121,500,145478084,476,1
9377,9377,0,0,278369,502,929,121,500,102665809,476,1
9378,9378,0,0,401672,109,1199,121,500,4385811,476,1
9379,9379,0,0,225855,251,811,121,500,17540976,476,1
9380,9380,0,0,264410,327,895,121,500,8132127,476,1
9381,9381,0,0,115589,6,567,121,500,98218869,476,1
9382,9382,0,0,151170,0,645,121,500,151208699,476,1
9383,9383,0,0,176819,127,701,121,500,59537275,476,1
9384,9384,0,0,35539,182,390,121,500,107781925,476,1
9385,9385,0,0,15433,145,346,121,500,25657551,476,1
9386,9386,0,0,83553,77,496,121,500,53980985,476,1
9387,9387,0,0,121338,62,579,121,500,71498082,476,1
9388,9388,0,0,94596,415,520,121,500,5110135,476,1
9389,9389,0,0,56420,57,436,121,500,2670998,476,1
9390,9390,0,0,80040,63,488,121,500,30072779,476,1
9391,9391,0,0,208817,259,771,121,500,44010929,476,1
9392,9392,0,0,67607,22,460,121,500,33956145,476,1
9393,9393,0,0,59401,269,442,121,500,15751508,476,1
9394,9394,0,0,135352,405,609,121,500,19360015,476,1
9395,9395,0,0,61775,187,447,121,500,89406045,476,1
9396,9396,0,0,161846,489,667,121,500,11853447,476,1
9397,9397,0,0,232562,57,822,121,500,18070315,476,1
9398,9398,0,0,155103,254,651,121,500,58048718,476,1
9399,9399,0,0,244458,448,847,121,500,7772497,476,1
9400,9400,0,0,94224,186,516,121,500,58587632,476,1
9401,9401,0,0,162059,84,665,121,500,86425560,476,1
9402,9402,0,0,252338,55,863,121,500,39549356,476,1
9403,9403,0,0,134425,87,603,121,500,102962844,476,1
9404,9404,0,0,66757,0,454,121,500,15747746,476,0
9405,9405,0,0,53995,0,426,121,500,55068104,476,0
9406,9406,0,0,55765,0,430,121,500,97758665,476,0
9407,9407,0,0,15224,0,341,121,500,41027586,476,0
9408,9408,0,0,12814,0,336,121,500,21772677,476,0
9409,9409,0,0,6759,0,323,121,500,18667008,476,0
9410,9410,0,0,10701,0,332,121,500,22189345,476,0
9411,9411,0,0,11922,84,335,121,500,2756975,476,1
9412,9412,0,0,11326,0,334,121,500,5632426,476,1
9413,9413,0,0,15279,172,343,121,500,1719795,476,1
9414,9414,0,0,51091,402,422,121,500,3996674,476,1
9415,9415,0,0,26467,161,368,121,500,4502355,476,1
9416,9416,0,0,119179,57,572,121,500,3646984,476,1
9417,9417,0,0,218465,10,790,121,500,3698017,476,1
9418,9418,0,0,114584,230,561,121,500,23257395,476,1
9419,9419,0,0,38229,71,393,121,500,233648,476,1
9420,9420,0,0,30866,126,377,121,500,38513332,476,1
9421,9421,0,0,124497,36,583,121,500,85168281,476,1
9422,9422,0,0,69549,31,462,121,500,36490822,476,1
9423,9423,0,0,72265,0,468,121,500,11548093,476,1
9424,9424,0,0,35402,82,387,121,500,4865609,476,1
9425,9425,0,0,25758,101,366,121,500,52096018,476,1
9426,9426,0,0,24738,3,364,121,500,17518047,476,1
9427,9427,0,0,57841,207,437,121,500,28586449,476,1
9428,9428,0,0,63717,90,450,121,500,10708913,476,1
9429,9429,0,0,28201,43,372,121,500,9509683,476,1
9430,9430,0,0,109997,117,552,121,500,6037441,476,1
9431,9431,0,0,64573,514,452,121,500,21947927,476,1
9432,9432,0,0,49534,0,419,121,500,24214357,476,1
9433,9433,0,0,99982,377,530,121,500,1023532,476,1
9434,9434,0,0,247911,217,855,121,500,47077336,476,1
9435,9435,0,0,78575,0,482,121,500,20362407,476,1
9436,9436,0,0,193696,766,735,121,500,13342941,476,1
9437,9437,0,0,134805,138,605,121,500,26968714,476,1
9438,9438,0,0,81244,32,487,121,500,105191269,476,1
9439,9439,0,0,366540,223,1114,121,500,3734246,476,1
9440,9440,0,0,137858,46,610,121,500,83772212,476,1
9441,9441,0,0,53362,726,424,121,500,44007243,476,1
9442,9442,0,0,115645,62,561,121,500,2948394,476,1
9443,9443,0,0,105720,16,539,121,500,160119159,476,1
9444,9444,0,0,344658,7,1064,121,500,32532466,476,1
9445,9445,0,0,99091,108,523,121,500,16178845,476,1
9446,9446,0,0,10413,130,328,121,500,46036362,476,1
9447,9447,0,0,23915,0,358,121,500,14269284,476,0
9448,9448,0,0,73392,0,467,121,500,149346768,476,0
9449,9449,0,0,80208,0,482,121,500,19671399,476,0
9450,9450,0,0,3774,0,314,121,500,3253865,476,0
9451,9451,0,0,882,0,308,121,500,6959057,476,0
9452,9452,0,0,7084,0,322,121,500,26643005,476,0
9453,9453,0,0,10570,0,330,121,500,32029619,476,0
9454,9454,0,0,16794,0,344,121,500,-3384974,476,0
9455,9455,0,0,12567,0,335,121,500,1546592,476,0
9456,9456,0,0,8786,0,327,121,500,2659406,476,0
9457,9457,0,0,7727,0,325,121,500,3182376,476,0
9458,9458,0,0,8486,0,327,121,500,6298745,476,0
9459,9459,0,0,14252,0,340,121,500,4146350,476,0
9460,9460,0,0,13206,0,338,121,500,3002151,476,0
9461,9461,0,0,7153,0,325,121,500,2657709,476,0
9462,9462,0,0,7912,0,327,121,500,2505542,476,0
9463,9463,0,0,5943,0,323,121,500,5239219,476,0
9464,9464,0,0,4425,0,320,121,500,4723493,476,0
9465,9465,0,0,5634,0,323,121,500,2001804,476,0
9466,9466,0,0,6391,0,325,121,500,3025711,476,0
9467,9467,0,0,12155,0,338,121,500,2015404,476,0
9468,9468,0,0,4737,0,322,121,500,1444792,476,0
9469,9469,0,0,13683,0,342,121,500,1969136,476,0
9470,9470,0,0,14914,0,345,121,500,1823170,476,0
9471,9471,0,0,4318,0,322,121,500,5116343,476,0
9472,9472,0,0,13264,0,342,121,500,309224,476,0
9473,9473,0,0,10400,0,336,121,500,5312359,476,0
9474,9474,0,0,12080,0,340,121,500,5764327,476,0
9475,9475,0,0,6484,0,328,121,500,151781,476,0
9476,9476,0,0,9066,0,334,121,500,5502050,476,0
9477,9477,0,0,8924,0,334,121,500,3024550,476,0
9478,9478,0,0,11512,204,341,121,500,4713596,477,1
9479,9479,0,0,4568,3,343,121,500,1672642,477,1
9480,9480,0,0,17629,693,372,121,500,3358184,477,1
9481,9481,0,0,97604,223,548,121,500,2866274,477,1
9482,9482,0,0,72195,579,492,121,500,5512910,477,1
9483,9483,0,0,328375,303,1055,121,500,709711,477,1
9484,9484,0,0,202463,37,777,121,500,3801108,477,1
9485,9485,0,0,296038,42,982,121,500,41174491,477,1
9486,9486,0,0,183703,12,734,121,500,3250708,477,1
9487,9487,0,0,42000,273,422,121,500,137528325,477,1
9488,9488,0,0,29205,149,394,121,500,46420695,477,1
9489,9489,0,0,31397,54,399,121,500,116242332,477,1
9490,9490,0,0,137789,237,633,121,500,63268573,477,1
9491,9491,0,0,91990,5,532,121,500,9989111,477,1
9492,9492,0,0,52915,141,446,121,500,12895876,477,1
9493,9493,0,0,103844,0,558,121,500,2980367,477,1
9494,9494,0,0,32945,37,402,121,500,57054789,477,1
9495,9495,0,0,66085,517,475,121,500,28624702,477,1
9496,9496,0,0,17398,419,368,121,500,12796891,477,1
9497,9497,0,0,55964,107,453,121,500,44358461,477,1
9498,9498,0,0,273430,345,931,121,500,3241316,477,1
9499,9499,0,0,242944,253,863,121,500,32239290,477,1
9500,9500,0,0,101825,44,552,121,500,1329361,477,1
9501,9501,0,0,182890,164,730,121,500,5967943,477,1
9502,9502,0,0,149473,228,656,121,500,107829394,477,1
9503,9503,0,0,48642,400,434,121,500,86378203,477,1
9504,9504,0,0,98649,23,544,121,500,19698866,477,1
9505,9505,0,0,157411,84,673,121,500,72698745,477,1
9506,9506,0,0,211297,130,791,121,500,55195029,477,1
9507,9507,0,0,48721,164,433,121,500,8727799,477,1
9508,9508,0,0,52317,159,441,121,500,34066034,477,1
9509,9509,0,0,82766,79,508,121,500,51078473,477,1
9510,9510,0,0,102817,54,552,121,500,85865060,477,1
9511,9511,0,0,101072,32,548,121,500,5437792,477,1
9512,9512,0,0,54733,158,446,121,500,19940289,477,1
9513,9513,0,0,29677,81,391,121,500,28277192,477,1
9514,9514,0,0,30501,0,393,121,500,35132755,477,0
9515,9515,0,0,75007,0,491,121,500,36950587,477,0
9516,9516,0,0,46811,0,429,121,500,18021628,477,0
9517,9517,0,0,7633,0,343,121,500,9743047,477,0
9518,9518,0,0,7954,0,344,121,500,7314888,477,0
9519,9519,0,0,-369,0,326,121,500,29994274,477,0
9520,9520,0,0,-1885,0,323,121,500,15832638,477,0
9521,9521,0,0,2966,31,334,121,500,670241,477,1
9522,9522,0,0,1913,370,332,121,500,4249222,477,1
9523,9523,0,0,6773,44,343,121,500,-515346,477,1
9524,9524,0,0,39399,132,415,121,500,-845398,477,1
9525,9525,0,0,166737,395,695,121,500,1802370,477,1
9526,9526,0,0,57300,0,454,121,500,1740634,477,1
9527,9527,0,0,88217,4,522,121,500,574581,477,1
9528,9528,0,0,191092,448,748,121,500,5846594,477,1
9529,9529,0,0,26198,10,385,121,500,73185023,477,1
9530,9530,0,0,38846,403,413,121,500,7019832,477,1
9531,9531,0,0,204402,198,777,121,500,26014201,477,1
9532,9532,0,0,77302,107,497,121,500,84283224,477,1
9533,9533,0,0,200172,256,767,121,500,-4282883,477,1
9534,9534,0,0,121747,505,594,121,500,6409054,477,1
9535,9535,0,0,80459,146,503,121,500,89258958,477,1
9536,9536,0,0,167390,3,694,121,500,4947036,477,1
9537,9537,0,0,264522,119,907,121,500,84990689,477,1
9538,9538,0,0,106612,121,559,121,500,38560191,477,1
9539,9539,0,0,16604,72,361,121,500,20113590,477,1
9540,9540,0,0,71088,27,481,121,500,54492369,477,1
9541,9541,0,0,72912,21,485,121,500,105126977,477,1
9542,9542,0,0,47895,112,430,121,500,31052570,477,1
9543,9543,0,0,19638,16,368,121,500,-351332,477,1
9544,9544,0,0,25444,114,381,121,500,29156176,477,1
9545,9545,0,0,55833,421,448,121,500,25299347,477,1
9546,9546,0,0,20314,111,370,121,500,17073750,477,1
9547,9547,0,0,87092,188,517,121,500,5059482,477,1
9548,9548,0,0,209072,4,785,121,500,7933286,477,1
9549,9549,0,0,98360,38,541,121,500,25214246,477,1
9550,9550,0,0,87049,26,516,121,500,-484258,477,1
9551,9551,0,0,27483,607,385,121,500,25172565,477,1
9552,9552,0,0,20566,37,370,121,500,84581828,477,1
9553,9553,0,0,64594,235,467,121,500,23974353,477,1
9554,9554,0,0,281164,174,943,121,500,36085705,477,1
9555,9555,0,0,83705,685,508,121,500,8989934,477,1
9556,9556,0,0,115586,131,578,121,500,5120997,477,1
9557,9557,0,0,147992,0,649,121,500,8424893,477,0
9558,9558,0,0,336534,0,1063,121,500,123056895,477,0
9559,9559,0,0,115535,0,576,121,500,11215774,477,0
9560,9560,0,0,3249,0,329,121,500,43519888,477,0
9561,9561,0,0,-1449,0,319,121,500,35579331,477,0
9562,9562,0,0,9768,0,344,121,500,140306527,477,0
9563,9563,0,0,-1740,0,319,121,500,29066491,477,0
9564,9564,0,0,-2808,563,317,121,500,-558631,477,1
9565,9565,0,0,-4788,5,313,121,500,891313,477,1
9566,9566,0,0,35088,171,401,121,500,4918953,477,1
9567,9567,0,0,257962,101,891,121,500,-1125423,477,1
9568,9568,0,0,58176,1290,451,121,500,2001184,477,1
9569,9569,0,0,82720,14,505,121,500,-4258236,477,1
9570,9570,0,0,155548,0,665,121,500,-2572902,477,1
9571,9571,0,0,600726,4,1643,121,500,116105872,477,1
9572,9572,0,0,104577,27,550,121,500,5670096,477,1
9573,9573,0,0,-7735,66,303,121,500,28896748,477,1
9574,9574,0,0,2556,540,326,121,500,20419176,477,1
9575,9575,0,0,27885,0,382,121,500,265033533,477,1
9576,9576,0,0,82390,228,502,121,500,2374581,477,1
9577,9577,0,0,248490,64,867,121,500,1778662,477,1
9578,9578,0,0,59145,239,450,121,500,4564010,477,1
9579,9579,0,0,100068,0,540,121,500,6902409,477,1
9580,9580,0,0,69191,158,472,121,500,18083508,477,1
9581,9581,0,0,107406,46,556,121,500,107359530,477,1
9582,9582,0,0,37870,13,403,121,500,1728248,477,1
9583,9583,0,0,76016,77,487,121,500,42973643,477,1
9584,9584,0,0,45086,0,419,121,500,17826107,477,1
9585,9585,0,0,11813,25,346,121,500,44720712,477,1
9586,9586,0,0,37617,131,403,121,500,4417723,477,1
9587,9587,0,0,14793,1245,353,121,500,32059478,477,1
9588,9588,0,0,20584,0,366,121,500,14919101,477,1
9589,9589,0,0,155608,464,663,121,500,704431,477,1
9590,9590,0,0,577579,132,1590,121,500,18238951,477,1
9591,9591,0,0,135067,49,615,121,500,8198173,477,1
9592,9592,0,0,207095,508,773,121,500,-1592553,477,1
9593,9593,0,0,104561,181,547,121,500,28770416,477,1
9594,9594,0,0,73691,32,479,121,500,251238907,477,1
9595,9595,0,0,245228,50,856,121,500,2305353,477,1
9596,9596,0,0,128217,46,598,121,500,94023546,477,1
9597,9597,0,0,30968,88,384,121,500,30318866,477,1
9598,9598,0,0,26780,602,375,121,500,11637141,477,1
9599,9599,0,0,34413,137,392,121,500,102444206,477,1
9600,9600,0,0,97573,0,531,121,500,39277801,477,0
9601,9601,0,0,294642,0,964,121,500,8152524,477,0
9602,9602,0,0,111764,0,561,121,500,13207256,477,0
9603,9603,0,0,9473,0,336,121,500,8130319,477,0
9604,9604,0,0,2052,0,320,121,500,20724036,477,0
9605,9605,0,0,5535,0,328,121,500,123251693,477,0
9606,9606,0,0,381,0,317,121,500,29188086,477,0
9607,9607,0,0,7046,0,332,121,500,1496966,477,0
9608,9608,0,0,986,0,319,121,500,2361737,477,0
9609,9609,0,0,6288,0,331,121,500,2644758,477,0
9610,9610,0,0,682,0,319,121,500,-741974,477,0
9611,9611,0,0,2799,0,324,121,500,3363269,477,0
9612,9612,0,0,8106,0,336,121,500,-598591,477,0
9613,9613,0,0,-2045,0,314,121,500,3084956,477,0
9614,9614,0,0,-4483,0,309,121,500,-436393,477,0
9615,9615,0,0,-556,0,318,121,500,727494,477,0
9616,9616,0,0,1105,0,322,121,500,3773211,477,0
9617,9617,0,0,40,0,320,121,500,-1236862,477,0
9618,9618,0,0,3068,0,327,121,500,-1718310,477,0
9619,9619,0,0,-267,0,320,121,500,18344,477,0
9620,9620,0,0,4126,0,330,121,500,462647,477,0
9621,9621,0,0,2614,0,327,121,500,-289970,477,0
9622,9622,0,0,-266,0,321,121,500,1523440,477,0
9623,9623,0,0,488,0,323,121,500,-718100,477,0
9624,9624,0,0,4429,0,332,121,500,1847624,477,0
9625,9625,0,0,1099,0,325,121,500,943363,477,0
9626,9626,0,0,1857,0,327,121,500,-283552,477,0
9627,9627,0,0,-568,0,322,121,500,-17011,477,0
9628,9628,0,0,187,0,324,121,500,1958759,477,0
9629,9629,0,0,-2696,0,318,121,500,6423,477,0
9630,9630,0,0,3515,0,332,121,500,905483,477,0
9631,9631,0,0,640,0,326,121,500,-383280,477,0
9632,9632,0,0,4584,0,335,121,500,399581,477,0
9633,9633,0,0,2167,0,330,121,500,-1538895,477,0
9634,9634,0,0,3840,0,334,121,500,1873377,477,0
9635,9635,0,0,-4948,209,315,121,500,-384674,477,1
9636,9636,0,0,6720,356,341,121,500,1977948,477,1
9637,9637,0,0,21144,289,373,121,500,411494,477,1
9638,9638,0,0,120685,359,592,121,500,2341562,477,1
9639,9639,0,0,205885,87,779,121,500,-1949781,477,1
9640,9640,0,0,182982,78,728,121,500,4087602,477,1
9641,9641,0,0,187783,3,738,121,500,1626237,477,1
9642,9642,0,0,74294,68,488,121,500,41153781,477,1
9643,9643,0,0,41545,62,416,121,500,73984254,477,1
9644,9644,0,0,15549,222,359,121,500,57383706,477,1
9645,9645,0,0,40001,48,413,121,500,72294309,477,1
9646,9646,0,0,52677,117,441,121,500,20392559,477,1
9647,9647,0,0,109516,511,566,121,500,16920454,477,1
9648,9648,0,0,50000,218,435,121,500,3441199,477,1
9649,9649,0,0,85903,269,514,121,500,14917312,477,1
9650,9650,0,0,261570,329,900,121,500,14093705,477,1
9651,9651,0,0,163258,259,683,121,500,46966085,477,1
9652,9652,0,0,147994,83,649,121,500,10339438,477,1
9653,9653,0,0,192301,5,746,121,500,19752800,477,1
9654,9654,0,0,152075,267,657,121,500,106772150,477,1
9655,9655,0,0,59435,62,453,121,500,46694265,477,1
9656,9656,0,0,29836,412,388,121,500,47527649,477,1
9657,9657,0,0,131667,524,612,121,500,70462559,477,1
9658,9658,0,0,79932,48,498,121,500,55570831,477,1
9659,9659,0,0,225553,8,818,121,500,17958939,477,1
9660,9660,0,0,276399,0,929,121,500,4382416,477,1
9661,9661,0,0,57541,104,447,121,500,57660629,477,1
9662,9662,0,0,3821,169,329,121,500,10007357,477,1
9663,9663,0,0,10498,6,344,121,500,81269000,477,1
9664,9664,0,0,72700,400,481,121,500,109013245,477,1
9665,9665,0,0,92269,95,524,121,500,9116980,477,1
9666,9666,0,0,45451,19,421,121,500,3313153,477,1
9667,9667,0,0,194180,34,748,121,500,682099,477,1
9668,9668,0,0,78426,215,493,121,500,28297404,477,1
9669,9669,0,0,17927,57,360,121,500,34918391,477,1
9670,9670,0,0,35555,87,399,121,500,119790,477,1
9671,9671,0,0,111007,0,565,121,500,84414617,477,0
9672,9672,0,0,50125,0,431,121,500,21213654,477,0
9673,9673,0,0,41434,0,412,121,500,3911307,477,0
9674,9674,0,0,4059,0,330,121,500,8759933,477,0
9675,9675,0,0,-1548,0,318,121,500,46052624,477,0
9676,9676,0,0,2843,0,328,121,500,11741647,477,0
9677,9677,0,0,6334,0,336,121,500,17589896,477,0
9678,9678,0,0,733,651,324,121,500,-300851,477,1
